화랑도	hwarangdo
훥	hwŏn
죽간	chukkan
의무자	ŭimuja
한겨레	han'gyŏre
분이	puni
면적	myŏnjŏk
신네트워크	sinnet'ŭwŏk'ŭ
청준	ch'ŏngjun
채근	ch'aegŭn
볥	pyel
벨로마노	pellomano
'영남	'yŏngnam
아불류	abullyu
릜	nil
깨우치는	kkaeuch'inŭn
뎙	tŏl
대흥사	taehŭngsa
재정적	chaejŏngjŏk
우산	usan
책벌레	ch'aekpŏlle
횡성	hoengsŏng
융합화	yunghaphwa
노산	nosan
쯳	tchŭik
쏄	ssyel
유람기	yuramgi
진중	chinjung
신뢰	silloe
동원，	tong-wŏn
맘마	mamma
곥	kon
사족	sajok
산더	sander
2004-년	2004-yŏn
갇혔는가	kach'yŏnnŭn'ga
롡	non
흉계	hyunggye
흩어지고	hŭt'ŏjigo
19대	19-tae
구치소	kuch'iso
돆	tok
쿈	k'yon
금호강	kŭmhogang
옵스쿠라	opsŭk'ura
햇볕	haetpyŏt
판형	p'anhyŏng
락오	nako
뮳	myul
정학	chŏnghak
낙인'	nagin'
계축	kyech'uk
동물지.	tongmulchi.
혁웅	hyŏgung
짓밟힌	chitpalp'in
황당한	hwangdanghan
깭	kkaen
미례	mirye
원정	wŏnjŏng
콆	k'yep
해리스	haerisŭ
뵕	poel
남춘	namch'un
걍	kyang
서사성	sŏsasŏng
녌	yŏl
이동성	idongsŏng
55년	55-yŏn
햩	hyat
유근	yugŭn
영봉	yŏngbong
금동불	kŭmdongbul
배우고	paeugo
법인(유한	pŏbin(yuhan
단체별	tanch'ebyŏl
의문문	ŭimunmun
서한집.	sŏhanjip
현대차	hyŏndaech'a
특공대	t'ŭkkongdae
뚝심	ttuksim
붋	pup
팝니다'	p'amnida'
복영	pogyŏng
걸리버	kŏllibŏ
씙	ssŭil
민유림	minyulim
솉	set
욱아	uksik
력사적인	yŏksajŏgin
하동군	hadong-gun
아즉	ajŭk
일몰제	ilmolche
뒷담화	twittamhwa
뱃	paet
행주	haengju
무크지	muk'ŭji
여명	yŏmyŏng
토정	t'ojŏng
컬렉터들	k'ŏllekt'ŏdŭl
점기	chŏmgi
찬사	ch'ansa
재실	chaesil
절벽	chŏlbyŏk
경어법	kyŏngŏpŏp
싶었던	sip'ŏttŏn
월북	wŏlbuk
두드리다	tudŭrida
토막민	t'omangmin
선기	sŏngi
싚	sip
들여다본	tŭryŏdabon
땼	ttyat
덮	tŏp
경도	kyŏngdo
롘	yek
띪	ttim
다큐프라임	tak'yup'ŭraim
쩤	tchŏk
차산	ch'asan
껁	kkŏn
양평	yangp'yŏng
3그램	3-kŭraem
인플루엔자	inp'ŭlluenja
현창	hyŏnch'ang
읽기	ilki
강은	kangŭn
태복	t'aebok
활용	hwaryong
방법들	pangpŏptŭl
구체적	kuch'ejŏk
산새	sansae
엑서더스	eksŏdŏsŭ
현순	hyŏnsun
점들	chŏmdŭl
식당	siktang
쿣	k'uk
연소리	yŏnso-ri
쾃	k'wat
봾	pwaep
현무	hyŏnmu
쳭	ch'ek
4계절	4-kyejŏl
븺	pip
흥남	hŭngnam
츿	ch'ik
뽀	ppo
오남	onam
절제	chŏlche
녀석들	nyŏsŏktŭl
뎛	tŏl
셀든	seldŭn
에니메이션	enimeisyŏn
쫷	tchwaek
기명	kimyŏng
응환	ŭnghwan
걞	kyaem
구미호	kumiho
루즈벨트	rujŭbelt'ŭ
퇨	t'waem
부르신	purŭsin
쁡	ppŭk
무극	mugŭk
를?	rŭl?
석전	sŏkchŏn
쓰십시다	ssŭsipsida
순원	sunwŏn
미리	miri
"공론"""	"kongnon"""
튍	t'wil
천태종	ch'ŏnt'aejong
논쟁적	nonjaengjŏk
한미	hanmi
절대적	chŏltaejŏk
펴낸이	p'yŏnaeni
트웨인	t'ŭwein
철행	ch'ŏrhaeng
부적	pujŏk
싷	si
리나	lina
돗	tot
동서방	tong-sŏbang
믭	mip
나갔다	nagatta
탐구자들	t'amgujadŭl
가라지	karaji
덺	tem
타다시	t'adasi
환주	hwanju
선린	sŏllin
단층	tanch'ŭng
대한국인	taehangugin
쭿	tchwŏ
흐린	hŭrin
뼕	ppyŏl
뙴	ttoem
유다	yuda
나이트	nait'ŭ
스테이	sŭt'ei
다오!	tao!
'이	'yi
정확	chŏnghwak
국치	kukch'i
두부	tubu
'저항	'chŏhang
미운	miun
카르멜텐스	k'arŭmelt'ensŭ
처장	ch'ŏjang
남고	namko
넹	neng
학문	hangmun
사제들	sajedŭl
팚	p'ap
심경	simgyŏng
체전	ch'ejŏn
"""미치도록"	"""michi'dorok"
지구촌	chiguch'on
동월	tongwŏl
독재자	tokchaeja
공화주의적	konghwajuŭijŏk
병담	pyŏngdam
합주곡	hapchugok
캕	k'aen
금천교	kŭmch'ŏnʼgyo
해월	haewŏl
민남	minnam
호슈	hosyu
세관	segwan
툋	t'oet
출간	ch'ulgan
쯾	tchŭip
태랑	t'aerang
나진	najin
흑	hŭk
지용	chiyong
신체계	sinch'egye
럂	yap
21회	21-hoe
연섭	yŏnsŏp
짜릿	tcharit
선락	sŏllak
트렁커	t'ŭrŏngk'ŏ
전문가용	chŏnmun'gayong
후히토	huhit'o
헌나1	hŏnna-1
혜주	hyeju
킬러	k'illŏ
한준	hanjun
숨겨	sumgyŏ
변화상	pyŏnhwasang
스님'	sŭnim'
츢	ch'ŭk
그들만	kŭdŭlman
채식	ch'aesik
됐다!	twaetta!
만드는	mandŭnŭn
명작들	myŏngjaktŭl
씨네마	ssinema
연희성	yŏnhŭisŏng
조�인	chosŏnin
동현	tonghyŏn
자치법	chach'ipŏp
찬우	ch'anu
눕는	numnŭn
지략	chiryak
겲	kyŏm
장자	changja
감사인	kamsain
등재	tŭngjae
준칙	chunch'ik
제도화	chedohwa
아마추어리즘	amach'uŏrijŭm
물꼬	mulkko
말아톤	marat'on
백철	paekch'ŏl
정부론	chŏngburon
청년아	ch'ŏngnyŏna
꼟	kkyel
가나코	kanak'o
퉾	t'wep
보좌	pojwa
붾	pwen
아닌가	anin'ga
오사카	osak'a
졸업생	chorŏpsaeng
임술	imsul
철승	ch'ŏlsŭng
뜨시오	ttŭsio
기발	kipal
구연	kuyŏn
풍현	p'unghyŏn
센터	sent'ŏ
지친	chich'in
양운	yangun
기록화	kirokhwa
1940년대	1940-yŏndae
칠언	ch'irŏn
희유	hŭiyu
비판.	pip'an.
막아	maga
좌판	chwap'an
초강	ch'ogang
건넨다	kŏnnenda
속내	songnae
징용	chingyong
텘	t'el
집행	chiphaeng
지옥도	chiokto
달석	talsŏk
자본	chabon
이두	idu
자원론	chawŏnnon
조직력	chojingnyŏk
항조	hangjo
황하	hwangha
태하	t'aeha
렦	yŏk
뉴욕	nyuyok
대충	taech'ung
풍류인	p'ungnyuin
철학	ch'ŏrhak
녀인	yŏin
남파	namp'a
리치	rich'i
홶	hwaen
잇는	innŭn
씻고	ssikko
오코노기	ok'onogi
흠	hŭm
툎	t'oep
교주	kyoju
"""경계인"""	"""kyŏnggyein"""
닭털	takt'ŏl
독도리	tokto-ri
창엽	ch'angyŏp
뗧	ttyŏl
인포메이션	inp'omeisyŏn
1,2차	1,2-ch'a
감사원	kamsawŏn
새디	saedi
앨런	aellŏn
유통	yut'ong
어깨	ŏkkae
참을	ch'amŭl
뼑	ppyŏk
각시	kaksi
참모들	ch'ammodŭl
미학'	mihak'
사건팀	sakŏnt'im
계획법	kyehoekpŏp
송현동	songhyŏn-dong
파미르	p'amirŭ
문집.	munjip
질곡	chilgok
칈	ch'il
회랑	hoerang
순창군	sunch'ang-gun
와이블러드	waibŭlŏdŭ
지선	chisŏn
걸은	kŏrŭn
지켜온	chik'yŏon
쨍	tchaeng
구제	kuje
종섭	chongsŏp
필로폰	p'illop'on
맯	maep
다섯개	tasŏt
지라도	chirado
뵧	pyok
플루트	p'ŭllut'ŭ
독	tok
자세들	chasedŭl
퓮	p'yun
묻힐	much'il
징징	chingjing
극락도	kŭngnakto
벌	pŏl
쨺	tchyaem
공주시	kongju-si
인해	inhae
결산서	kyŏlsansŏ
28년	28-yŏn
카지노	k'ajino
용상	yongsang
신년사	sinnyŏnsa
애널리스트	aenŏllisŭt'ŭ
구석기	kusŏkki
행성	haengsŏng
펍	p'ŏp
개론	kaeron
뼙	ppyŏp
유독	yudok
악	ak
행위자-네트워크	haengwija-net'ŭwŏk'ŭ
득삼	tŭksam
1950-1960년대	1950-1960-yŏndae
속죄	sokchoe
제학	chehak
도시형	tosihyŏng
월남민	wŏllammin
쿍	k'yok
입사	ipsa
팳	p'aep
110인	110-in
공범들	kongbŏmdŭl
늏	yu
셮	sŏp
노총각	noch'onggak
생산력	saengsannyŏk
29가지	29-kaji
따기	ttagi
중진국	chungjinguk
휞	hwin
익종	ikchong
선정	sŏnjŏng
희랍	hŭirap
파편	p'ap'yŏn
다미	tami
변수들	pyŏnsudŭl
뼄	ppek
걱정	kŏkchŏng
만찬	manch'an
보조직	pojojik
쁠	ppŭl
뱒	pyan
뛫	ttwet
기부	kibu
삼천	samch'ŏn
생체	saengch'e
쑑	ssyok
실세	silse
제	che
푓	p'oet
댵	tat
명절	myŏngjŏl
쫰	tchwak
쟻	chyaet
갑의	kabŭi
컂	k'yat
가져다줄	kajyŏdajul
죧	chot
통찰력	t'ongch'allyŏk
뼒	ppyŏm
형서	hyŏngsŏ
늙	nŭk
릒	nik
교육'	kyoyuk'
외교사	oegyosa
싸드	ssadŭ
븸	pim
자원부	chawŏnbu
큘	k'yul
재민겨	chaeminʼgyŏ
최선	ch'oesŏn
있어	issŏ
셳	sek
황톨톨이	hwangt'olt'ori
거창	kŏch'ang
'삶	'sam
헗	hŏl
에서만	esŏman
개방성	kaebangsŏng
빗장	pitchang
비보호	piboho
의웅	ŭiung
엔드	endŭ
다잉	daing
미륵	mirŭk
윤수	yunsu
패러디	p'aerŏdi
사료	saryo
뭚	mwŏm
휴전선	hyujŏnsŏn
수준	sujun
달레	dalle
사관고	sagwanʼgo
씨받이	ssibaji
수공업사.	sugongŏpsa.
븫	pik
왤	wael
"""한반도"""	"""hanbando"""
똇	ttyet
3-15·16호선	3-15,16-hosŏn
떖	ttyaep
붿	pwet
뛱	ttwik
놉	nop
이룩하신	irukhasin
어리	ŏri
예수!	yesu!
야마	yama
감사	kamsa
뫂	mop
끲	kkŭip
시장'	sijang'
니트	nit'ŭ
신정-정치	sinjŏng-chŏngch'i
바가바드	pagabadŭ
「태백	"""t'aebaek"
피플	p'ip'ŭl
동책	tongch'aek
것이다	kŏsida
계획론	kyehoengnon
지명학	chimyŏnghak
뿔난	ppullan
믋	mŭp
연봉제	yŏnbongje
남.	nampukhan
번째.	pŏntchae
떷	ttŏt
옮기다	omgida
견수	kyŏnsu
춘옥	ch'unok
두번	tubŏn
승국	sŭngguk
태식	t'aesik
길정	kilchŏng
쯆	tchyup
전.	chŏn.
왕인	wangin
굃	koel
쀞	ppwep
톆	t'ek
15인	15-in
받으러	padŭrŏ
승남	sŭngnam
뿌리다	ppurida
이기적인	igijŏgin
근로자들	kŭllojadŭl
홍보	hongbo
개방적	kaebangjŏk
석우	sŏgu
군주상	kunjusang
보라지	poraji
예산관실	yesanʼgwansil
사상들	sasangdŭl
전략론	chŏllyangnon
러-일	rŏ-il
필곤	p'ilgon
쿨본	k'ulbon
손님들	sonnimdŭl
중학	chunghak
부채장	puch'aejang
순결	sun'gyŏl
늦다	nŭtta
후속	husok
마실	masil
교회됨	kyohoedoem
재생산권	chaesaengsankwŏn
중배	chungbae
타워	t'awŏ
2017년도	2017-yŏndo
본질	ponjil
해부한	haebuhan
6-7일	6-7-il
의원군	ŭiwŏnʼgun
두개	tugae
대사	taesa
성역	sŏngyŏk
먹다	mŏkta
합리	hamni
추세.	ch'use.
땆	ttat
스케일	sŭk'eil
대북	taebuk
줠	chwŏl
쪆	tchyŏk
강	kang
간병	kanbyŏng
주관	chugwan
전상서	chŏnsangsŏ
150년	150-yŏn
오릭맨스티	orikmaensŭt'i
쏋	ssyel
영웅전	yŏngungjŏn
풀어서	p'urŏsŏ
야나가와	yanagawa
황홀	hwanghol
2000일	2000-il
아를레	arŭlle
뒑	twek
관점	kwanchŏm
정주	chŏngju
「화사집」	'hwasajip'
서정성	sŏjŏngsŏng
합리성	hamnisŏng
월미도	wŏlmido
상	sang
물방울	mulpangul
빠르고	pparŭgo
민요시	minyosi
있다네	ittane
다르다.	tarŭda.
24절기	24-chŏlgi
400호	400-ho
릥	ning
명언	myŏngŏn
볝	pyen
뀟	kkwit
쟬	chyael
문묘	munmyo
코이카	k'oik'a
수치	such'i
떳	ttŏt
저	chŏ
둟	tul
좋아하는	choahanŭn
아웃라이어	autlaiŏ
제기	chegi
진달내[kkot	chindallaekkot
폭설	poksŏl
어미	ŏmi
한호	hanho
허망	hŏmang
산해경	sanhaegyŏng
터	t'ŏ
이말년	imallyŏn
말숙	malsuk
벱	pep
고교생	kogyosaeng
연수	yŏnsu
치밀한	chʹimirhan
지교	chigyo
흕	hŭn
떋	ttyaet
행복어	haengbogŏ
저절로	chŏjŏllo
순대	sundae
캠페인론	k'aemp'ein-non
눡	nwŏk
어렵데야	ŏryŏpdeya
할까요?	halkkayo?
부경	pugyŏng
쌴	ssyan
원각	wŏn'gak
1639일	1639-il
삼만	samman
휘웅	hwiung
활극	hwalgŭk
못하는	mothanŭn
검찰청	kŏmch'alch'ŏng
남·oQYo\e	nam-pukhan
펨	p'em
영해	yŏnghae
하세요	haseyo
뉔	nwek
떉	ttyaen
서쪽	sŏtchok
쥡기수	changgisu
은희·	ŭn-hŭi
슱	sŭl
무송	musong
진열	chinyŏl
달고	talgo
생각함	saenggakham
중섭	chungsŏp
대학인	taehagin
씻	ssit
엘레나	ellena
만들어지는가	mandŭrŏjinŭn'ga
학습용	haksŭmnyŏng
성공기	sŏnggonggi
득춘	tŭkch'un
중호	chungho
클린	k'ŭllin
당기지	tanggiji
홧병	hwatpyŏng
순교사	sun'gyosa
쫕	tchot
거세	kŏse
각쟁이	kakchaengi
솬	swan
유발	yubal
향은	hangŭn
170년사	170-yŏnsa
싸우는가	ssaunŭnʼga
이슈	isyu
가지	kaji
솇	set
뇦	noep
유일성	yuilsŏng
사형!	sahyŏng!
맲	maep
뀀	kkwem
과학'	kwahak'
백학	paekhak
빈곤	pin'gon
원당	wŏndang
즐기기	chŭlgigi
쓰자	ssŭja
받았을까	padassŭlkka
중심지	chungsimji
・란트만	rant'ŭman
파더	p'adŏ
뭐길래!	mwŏgillae!
필우	p'iru
코스모그래피	k'osŭmogŭraep'i
기홍	kihong
옥류	ongnyu
통	t'ong
희생자들	hŭisaengjadŭl
고목	komok
잡이	chabi
수웅	suung
매매춘	maemaech'un
붙잡는	putchamnŭn
기서	kisŏ
계시는가	kyesinŭn'ga
보살	posal
영생	yŏngsaeng
출현	ch'urhyŏn
동성애자	tongsŏngaeja
랅	nak
쏈	ssyel
뱶	pyaep
깊	kip
출자	ch'ulcha
아버지	abŏji
제이	chei
산문집.	sanmunjip
등암	tŭngam
쨱	tchyaek
뤐	nwŏl
행식	haengsik
경략사	kyŏngnyaksa
학습자	haksŭpcha
찦	tchip
사회주의자들	sahoejuŭijadŭl
쒸	sswi
솏	sok
석	sŏk
새뮤얼	saemyuŏl
제작진	chejakchin
플레이	p'ŭllei
주진	chujin
서열화	sŏyŏrhwa
자미	chami
대환	taehwan
헌동	hŏndong
군사사	kunsasa
되면	toemyŏn
퀿	k'wip
복연	pogyŏn
생	saeng
100돌	100-tol
사가	saga
촬영	ch'waryŏng
청심	ch'ŏngsim
에리히	erihi
아・태	a-t'ae
퉕	t'wŏl
켾	k'yen
미시적	misijŏk
교섭학	kyosŏphak
모산	mosan
삛	ppip
여급	yŏgŭp
정전법	chŏngjŏnbŏp
역정	yŏkchŏng
치상	ch'isang
셉	sep
퓶	p'yup
쏾	sswam
퓌	p'i
풀뿌리	p'ulppuri
지욱	chiuk
육아	yuga
선집.	sŏnjip.
면세점	myŏnsejŏm
칼럼니스트	k'allŏmnisŭt'ŭ
공사	kongsa
교운	kyoun
탈사회주의	t'alsahoejuŭi
'북핵	'pukhaek
국력	kungnyŏk
이즘	ijŭm
1905년-1910년	1905-yŏn-1910-yŏn
권	kwŏn
한균	hangyun
스파링	sŭp'aring
16선	16-sŏn
당사자	tangsaja
세기말--1925년	19-segimal--1925-yŏn
63인	63-in
낙회	nakhoe
쓆	sswip
대왕	taewang
핏빛	p'itpit
남산재	namsanjae
팡밍	p'angming
쮝	tchwik
비연속	piyŏnsok
소비에트	sobiet'ŭ
왕배	wangbae
양육	yangyuk
둥둥	tungdung
유괴	yugoe
춪	ch'ut
진하고	chinhago
레고	lego
더함	tŏham
읽어버린	irŏborin
풀어씀	purŏssŭm
춴	ch'wŏn
일방적	ilbangjŏk
해설한	haesŏrhan
턄	t'al
어원	ŏwŏn
대통님	taet'ongnim
잔운	chanun
깍	kkak
불상생	pulsangsaeng
많아도	manado
인문학자	inmunhakcha
가벼워야	kabyŏwŏya
이면들	imyŏndŭl
마찰	mach'al
없도록	ŏptorok
장	chang
말하고	marhago
추구	ch'ugu
기사	kisa
아시죠?	asijyo?
사르다	sarŭda
지나	china
가난	kanan
덕유	tŏgyu
웆	ut
얽	ŏk
숭고한	sunggohan
입겿	ipkyŏt
대종경	taejonggyŏng
첟	ch'ŏt
잠정	chamjong
팔회당	p'arhoedang
여주	yŏju
회초리	hoech'ori
미쟝센	mijyangsen
금요일	kŭmyoil
아프진	ap'ŭjin
광조	kwangjo
군포	kunp'o
휴직자	hyujikcha
알게된	algetoen
발생론	palsaengnon
츤	ch'ŭn
2013년도	2013-yŏndo
롤러	rollŏ
함허	hamhŏ
챞	ch'aep
감각	kamgak
계급론	kyegŭmnon
루쉰	lu
정상화	chŏngsanghwa
자유사	chayusa
뉆	nwem
연필	yŏnp'il
쾇	k'wat
103인	103-in
묵상	munsang
준비한	chunbihan
튛	t'wi
엎드려	ŏptŭryŏ
채호	ch'aeho
띧	ttit
응원	ŭngwŏn
꽄	kkok
쟁점별	chaengjŏmbyŏl
딼	ttal
음성학	ŭmsŏnghak
퇂	t'wan
느린	nŭrin
횺	hyop
지각	chigak
로컬리티	lok'ŏllit'i
상림	sangnim
설거지	sŏlgŏji
기억해	kiŏkhae
치타	ch'it'a
묌	moem
낮출수록	natch'ulsurok
심화	simhwa
문장가	munjangga
합헌성	haphŏnsŏng
올시다	olsida
성령론	sŏngnyŏngnon
수험용	suhŏmyong
준성	chunsŏng
죽령	chungnyŏng
열려라	yŏllyŏra
박하	pakha
원혼들	wŏnhondŭl
강적	kangjŏk
군자들	kunjadŭl
명	myŏng
경계적	kyŏnggyejŏk
컼	k'ŏk
이누이	inui
살리는	sallinŭn
〓으마!	paet'ŭma!
물품	mulp'um
경상북도	kyŏngsang-bukto
성도	sŏngdo
미국분	migukpun
결정적	kyŏlchŏngjŏk
입법론	ippŏmnon
재관	chaegwan
"""두시"	"""tusi"
만만한	manmanhan
지역어	chiyŏgŏ
의유당	ŭiyudang
쉪	swep
원창	wŏnch'ang
태연한	t'aeyŏnhan
톞	t'ep
동신	tongsin
철거민	ch'ŏlgŏmin
지남	chinam
29인	29-in
죱	chop
병든	pyŏngdŭn
20세기초	20-segich'o
좌옹	chwaong
'불일치	'purilch'i
석당	sŏktang
옏	yet
댐	daem
해은	haeŭn
도급	togŭp
옮겼을까?	omgyŏssŭlkka?
보편성	pop'yŏnsŏng
뛟	ttwep
양산	yangsan
뵪	pyon
우즈베키스탄	ujŭbek'isŭt'an
용건	yonggŏn
단련	tallyŏn
풍물굿	p'ungmulgut
재평	chaep'yŏng
휘영	hwiyŏng
정확한	chŏnghwakhan
자금성	chagŭmsŏng
특조위	t'ŭkchowi
완역본	wanyŏkpon
효범	hyobŏm
높여야	nopyŏya
현준	hyŏnjun
리셋	riset
틀리다	t'ŭllida
곾	kwak
민족주의자	minjokchuŭija
전라남도	chŏlla-namdo
주례사	churyesa
비교수	pigyosu
299개	299-kae
승격	sŭngkyŏk
성과	sŏngkwa
'절대	'chŏltae
깱	kkaek
끝났다	kkŭnnatta
략탈	yakt'al
에이전트	eijŏnt'ŭ
쏒	ssyet
신토불이	sint'oburi
끎	kkŭm
망향가	manghyangga
거대	kŏdae
킺	k'it
현대시	hyŏndaesi
채수	ch'aesu
택명	t'aengmyŏng
아키타입	ak'it'aip
독해법	tokhaepŏp
쿵	k'ung
네버	nebŏ
야마베	yamabe
백서.	paeksŏ.
퓟	p'it
1905년	1905-yŏn
'민중당'	'minjungdang'
불가피성	pulgap'isŏng
열대	yŏltae
7번	7pŏn
따서	ttasŏ
매화	maehwa
세구	segu
문예관	munyegwan
민원	minwŏn
다르지	tarŭji
득준	tŭkchun
5층	5ch'ŭng
집자리	chipchari
성달	sŏngdal
2부	2pu
정계	chŏnggye
옥배	okpae
원빈	wŏnbin
펑	p'ŏng
100선	100-sŏn
'번역'	'pŏnyŏk'
"""괴물"""	"""koemul"""
갈수	kalsu
음악	ŭmak
만화적	manhwajŏk
테너	t'enŏ
진혁	chinhyŏk
민방	minbang
영효	yŏnghyo
이적	ijŏk
와	wa
진연	chinyŏn
위촉	wich'ok
눈금	nunkŭm
입네다	imneda
땚	ttaep
과장된	kwajangdoen
쪸	tchyek
촌놈	ch'onnom
연임	yŏnim
바오	bao
문화사적	munhwasajŏk
드리울	tŭriul
미행	mihaeng
2008년	2008-yŏn
인륜	illyun
뱄	paet
동산방·	tongsanbang
1874호	1874-ho
이룬	irun
움직임	umjigim
한웅	hanung
훊	hun
무용사	muyongsa
꾳	kkyot
흘러도	hŭllŏdo
복지사	pokchisa
쬈	tchwaet
몬트리올	mont'ŭriol
고유어	koyuŏ
쨨	tchyat
연구사	yŏn'gusa
읍내	ŭmnae
옮김;	omgim;
일가	ilga
쁼	ppŭil
광기	kwanggi
수난사	sunansa
영태	yŏngt'ae
전공자	chŏngongja
궁합	kunghap
된다	toenda
무역론	muyŏngnon
쵼	ch'on
퐤	p'wae
켵	k'yŏt
불만족	pulmanjok
조르주	chorŭju
깨여졌다	kkaeyŏjyŏtta
릯	ik
쀯	ppwil
아웃사이더	autsaidŏ
왙	wat
구마모토	kumamot'o
냦	yat
순흥	sunhŭng
폴리티카	p'ollit'ik'a
과정학	kwajŏnghak
되었나이다	toeŏnnaida
인류학자	illyuhakcha
감상법	kamsangpŏp
낭주골	nangjugol
총칭성	ch'ongch'ingsŏng
유포	yup'o
즉	chŭk
절정.	chŏlchŏng.
교도소론	kyodosoron
별쌤	pyŏlssaem
퇴옹	t'oeong
현암사	hyŏnamsa
녬	yem
'동	"""tong"
쇃	swa
쓍	sswing
권역별	kwŏnyŏkpyŏl
유사.	yusa
좌우파	chwaup'a
문명	munmyŏng
압록강，	amnokkang
후진타오	hujint'ao
선도	sŏndo
대책팀	taech'aekt'im
손끝	sonkkŭt
운원	unwŏn
태강	t'aegang
연구과	yŏn'gukwa
헌법	hŏnpŏp
뤟	nwŏ
가옥	kaok
상한선	sanghansŏn
멫	met
퍏	p'yap
덕평	tŏkp'yŏng
재정력	chaejŏngnyŏk
태규	t'aegyu
쩻	tchet
퇲	t'waep
한국학	hanʼgukhak
서유기	sŏyugi
뇌허	noehŏ
순실	sunsil
5도	5to
지연	chiyŏn
제비	chebi
뚱	ttung
선호	sŏnho
21세기형	21-segihyŏng
첏	ch'yaet
도설	tosŏl
살다'	salta'
평화로운	p'yonghwaroun
공원사	kongwŏnsa
꽂	kkot
미만	miman
은행	ŭnhaeng
예비적	yebijŏk
레드야드	ledŭyadŭ
성일・	sŏng-il
서해	sŏhae
순용	sunyong
상품	sangp'um
켄	k'en
쑈	ssyo
찒	tchin
학목	hangmok
경책	kyŏngch'aek
중경	chunggyŏng
하락	harak
광제	kwangje
밤	pam
집필자	chipp'ilcha
킊	k'ik
강요	kangyo
번역사	pŏnyŏksa
메트로폴리스	met'ŭrop'ollisŭ
다플랫폼	tap'ŭllaetp'om
기유	kiyu
까치밥	kkach'ibap
사전	sajŏn
싱크	singk'ŭ
좟	chwat
뚰	ttut
리움	lium
쳫	ch'ŏ
어쩌다	ŏtchŏda
혛	hyŏ
꿉	kkup
로저	rojŏ
가야누마	kayanuma
폐	p'ye
전나무	chŏnnamu
기술부	kisulbu
렲	yŏp
마차	mach'a
뮿	myu
보조금	pojogŭm
뮗	mil
자라기	charagi
굿당	kuttang
원책	wŏnch'aek
대종사	taejongsa
"""타오르는"	"""t'aorŭnŭn"
목석	moksŏk
낇	kkip
제운	cheun
치수	ch'isu
오체	och'e
앙그리께	anggŭrikke
공산주의	kongsanjuŭi
블라디미르	pŭlladimirŭ
무얼	muŏl
노무	nomu
놃	nop
단위	tanwi
꺾는	kkŏngnŭn
팥빙수	p'atpingsu
통해본	t'onghaebon
충장공	ch'ungjanggong
고바야시	kobayasi
동적	tongchŏk
헤로데	herode
둁	tol
혼종	honjong
었	ŏt
마흔	mahŭn
승신	sŭngsin
남희	namhŭi
미우라	miura
안안팎	ananp'ak
송고	songgo
중순	chungsun
텐	t'en
웁니다	umnida
통일적	t'ongilchŏk
대변혁	taebyŏnhyŏk
치은	ch'iŭn
파냐	p'anya
물숨	mulsum
물러날	mullŏnal
윀	wek
욦	yop
중반-1980년대	chungban-1980-yŏndae
쮇	tchwet
발자국	palchaguk
주혜	chuhye
긇	kŭl
대학생들	taehaksaengdŭl
신노년	sinnonyŏn
늙지	nŭkchi
홒	hop
렿	yŏ
혼세	honse
준태	chunt'ae
롔	yet
진형	chinhyŏng
떫	ttŏp
뚲	ttut
상말	sangmal
부치다	puch'ida
내앞	naeap
쫆	tchom
누	nu
범우	pŏmu
켡	k'yŏn
효훈	hyohun
원하지	wŏnhaji
차져간	ch'ajyŏgan
현암	hyŏnam
토머스	t'omŏsŭ
뢑	nwat
행동주의	haengdongjuŭi
옧	ok
현단	hyŏndan
안부	anbu
전략적	chŏllyakchŏk
내용	naeyong
울려	ullyŏ
정치적인	chŏngch'ijŏgin
작가선	chakkasŏn
걷어	kŏdŏ
백지	paekchi
중점.	chungchŏm.
쐏	sswa
뺑	ppaeng
유혹.	yuhok.
중요성	chungyosŏng
장호	changho
히말라야	himallaya
빃	pi
대권	taekwŏn
광덕	kwangdŏk
갑신	kapsin
수염	suyŏm
한마디	hanmadi
호령	horyŏng
아줌마	ajumma
죯	chol
말한다	marhanda
톉	t'en
갽	kyan
이식한	isikhan
장애학	changaehak
쯕	tchŭk
않고	ank'o
강설	kangsŏl
불씨	pulssi
쯶	tchŭin
진면목	chinmyŏnmok
춛	ch'ut
순위	sunwi
넘겨	nŏmgyŏ
갃	kak
짝코	tchakk'o
700-6번지	700-6-pŏnji
한민족	hanminjok
황궁	hwanggung
풀칠	p'ulch'il
10명	10-myŏng
빁	pit
두었다	tuŏtta
친일파	ch'inilp'a
하이브리드	haibŭridŭ
톃	t'ŏ
력사관	yŏksagwan
턥	t'yaep
주민용	chuminyong
만영	manyŏng
불교	pulgyo
민족-국가	minjok-kukka
부족함	pujokham
븂	pyup
쟕	chal
퐩	p'waen
치석	ch'isŏk
학부	hakpu
법제관	pŏpchegwan
세대'	sedae'
병초	pyŏngch'o
순록치기	sullokch'igi
번역가	pŏnyŏkka
해옥	haeok
'북조선	'pukchosŏn
괼	koel
걏	kyat
덕만이	tŏngmani
내일	naeil
디미방	timibang
범식	pŏmsik
검	kŏm
홀기	holgi
쉹	swil
보세요	poseyo
듃	tuk
탈송전탑	t'alsongjŏnt'ap
추체험	ch'uch'ehŏm
쨃	tchaep
분류	pullyu
비무장	pimujang
민조	minjo
어휘별	ŏhwibyŏl
중권	chunggwŏn
14인	14-in
단행본	tanhaengbon
지극히	chigŭkhi
경열	kyŏngyŏl
칾	k'am
래영	naeyŏng
어이없는	ŏiŏmnŭn
놓은	noŭn
원앙	wŏnang
